customerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
6242-SGYTS,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.94999695,5791.850098,No,93.41693706,0.016393725
8166-ORCHU,Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55000305,3055.5,No,92.59090909,0.030616921
8414-OOEEL,Male,No,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.100098,No,78.72878936,0.015299936
8454-AATJP,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0500031,8405,No,116.7361111,0.013688281
6849-WLEYG,Male,No,No,Yes,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,19.75,19.75,Yes,19.75,1
4659-NZRUF,Female,No,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15000153,1789.25,Yes,94.17105263,0.053178707
4531-AUZNK,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15000153,5000.049805,No,98.04019225,0.019029811
4191-XOVOM,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4000015,6713.200195,No,106.5587333,0.015700411
2150-OEGBV,Male,No,No,No,27,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Bank transfer (automatic),20.10000038,562.5999756,No,20.83703613,0.035726984
8429-XIBUM,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.3499985,2317.100098,Yes,105.3227317,0.043740017
1855-CFULU,Female,Yes,No,No,4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,20.04999924,91.44999695,No,22.86249924,0.219245488
4878-BUNFV,Male,No,Yes,Yes,42,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Mailed check,20.70000076,828.8499756,No,19.73452323,0.024974364
1872-EBWSC,Female,No,No,No,29,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,20.35000038,617.3499756,No,21.28793019,0.032963475
2608-BHKFN,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05000305,266.8999939,Yes,66.72499847,0.262457867
7026-YMSBE,Male,No,No,No,30,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,19.70000076,625.0499878,No,20.83499959,0.03151748
7341-LXCAF,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65000153,301.3999939,Yes,75.34999847,0.247677515
6997-UVGOX,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.44999695,6029.899902,No,84.92816764,0.014171047
9674-EHPPG,Male,No,Yes,No,46,No,Unknown,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.40000153,1842.699951,No,40.05869459,0.021924352
9462-MJUAW,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.40000153,206.6000061,Yes,51.65000153,0.243949661
8128-YVJRG,Female,No,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65000153,604.7000122,Yes,86.38571603,0.131718207
5440-VHLUL,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1999969,7386.049805,No,107.0442001,0.014243066
5781-BKHOP,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.6500015,7334.049805,No,101.8618028,0.013723659
4283-FUTGF,Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.84999847,1471.75,Yes,77.46052632,0.054255137
5213-TWWJU,Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91,2626.149902,No,93.79106794,0.034651487
1569-TTNYJ,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1000061,Yes,82.42000122,0.191094392
8628-MFKAX,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.049805,No,114.9590251,0.014105267
2397-BRLOM,Male,Yes,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.44999695,583.4500122,Yes,72.93125153,0.1378867
7629-WIXZF,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.09999847,369.25,No,52.75,0.16005416
5445-GLVOT,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.79999924,1049.050049,No,47.68409313,0.047471519
3976-HXHCE,Male,No,No,No,72,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Bank transfer (automatic),19.29999924,1414.800049,No,19.65000068,0.013641503
2466-NEJOJ,Male,No,Yes,Yes,8,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Credit card (automatic),19.64999962,169.75,No,21.21875,0.115758466
0254-KCJGT,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.40000153,4354.450195,No,83.73942683,0.01869352
5472-CVMDX,Female,No,No,No,68,No,Unknown,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.90000153,2719.199951,No,39.98823458,0.014305679
6461-SZMCV,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.94999695,6365.350098,No,89.65281828,0.013816993
8150-QUDFX,Male,No,No,No,2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,19.85000038,51.59999847,No,25.79999924,0.384689941
9508-ILZDG,Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.34999847,3190.25,No,93.83088235,0.030201394
2346-DJQTB,Female,No,No,No,35,No,Unknown,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.14999962,812.5,No,23.21428571,0.029723076
1697-LYYYX,Female,No,Yes,Yes,61,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Credit card (automatic),19.10000038,1143.800049,No,18.75082047,0.016698723
1942-OQFRW,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,No,44,1
4749-VFKVB,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.09999847,50.09999847,Yes,50.09999847,1
9640-ZSLDC,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.59999847,3297,No,62.20754717,0.018380345
4231-LZUYM,Female,No,Yes,No,72,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Bank transfer (automatic),25.64999962,1887,No,26.20833333,0.013593005
7598-UAASY,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.40000153,151.8000031,Yes,75.90000153,0.503293808
7938-OUHIO,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.69999695,293.6499939,Yes,97.8833313,0.336114419
8510-AWCXC,Female,Yes,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8000031,1308.099976,Yes,100.623075,0.077058333
6128-AQBMT,Male,Yes,Yes,No,41,No,Unknown,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95000076,2215.399902,No,54.03414396,0.024352263
3594-BDSOA,Female,No,Yes,No,24,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Credit card (automatic),20.39999962,482.7999878,No,20.11666616,0.042253521
0431-APWVY,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.09999847,2598.949951,Yes,92.81964111,0.034667847
5133-VRSAB,Male,No,No,No,8,No,Unknown,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35000038,216.4499969,No,27.05624962,0.135597139
5996-DAOQL,Male,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Mailed check,20.45000076,20.45000076,No,20.45000076,1
6838-YAUVY,Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.09999847,5064.850098,No,93.79352033,0.018776469
0484-JPBRU,Male,No,No,No,41,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Bank transfer (automatic),25.25,996.4500122,No,24.30365883,0.025339957
7883-ROJOC,Female,No,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.90000153,839.6500244,No,44.19210655,0.053474662
0244-LGNFY,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65000153,6733,No,93.51388889,0.013760582
7274-CGTOD,Male,No,No,No,62,No,Unknown,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.70000076,2618.300049,No,42.23064595,0.016690219
4295-YURET,Female,Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.59999847,4084.350098,No,72.93482317,0.017775165
3426-NIYYL,Male,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.54999924,765.5,Yes,51.03333333,0.067341606
8225-BTJAU,Male,Yes,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.5499878,Yes,79.35499878,0.099867685
4635-EJYPD,Male,No,Yes,Yes,32,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Mailed check,18.95000076,613.9500122,No,19.18593788,0.030865706
1866-ZSLJM,Male,No,No,No,21,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Credit card (automatic),20.5,402.8500061,No,19.18333362,0.050887426
4636-TVXVG,Male,No,Yes,Yes,62,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Bank transfer (automatic),19.95000076,1244.800049,No,20.07742014,0.016026671
4236-UJPWO,Female,No,No,No,2,No,Unknown,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.40000153,No,23.20000076,0.528017224
9392-XBGTD,Male,No,No,Yes,27,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Mailed check,20.60000038,581.8499756,No,21.5499991,0.035404316
3387-VATUS,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.84999847,462.7999878,Yes,92.55999756,0.204948144
6402-SSEJG,Female,No,No,No,25,No,Unknown,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.04999924,1540.199951,No,61.60799805,0.03963771
1143-NMNQJ,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.69999695,169.8000031,Yes,84.90000153,0.504711398
1169-SAOCL,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6500015,5168.100098,No,105.4714306,0.020636211
1110-KYLGQ,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.100098,No,107.6206365,0.015965841
9929-PLVPA,Female,No,No,Yes,4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Credit card (automatic),20.39999962,94.5,No,23.625,0.215873012
3518-PZXZQ,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.29999924,55.29999924,No,55.29999924,1
2371-JUNGC,Male,No,No,No,11,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,20.25,208,No,18.90909091,0.097355769
7693-QPEFS,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.94999695,3829.75,No,73.64903846,0.01904824
0924-BJCRC,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.44999695,5294.600098,No,88.24333496,0.016894571
5074-FBGHB,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.6500015,6889.799805,No,107.6531219,0.015189121
2351-BKRZW,Female,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.19999695,3254.350098,No,75.68256041,0.023107531
4455-BFSPD,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.1500015,6383.899902,No,104.6540968,0.015844547
0415-MOSGF,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.40000153,44.40000153,Yes,44.40000153,1
1724-BQUHA,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7000122,Yes,95.54000244,0.187356076
3948-KXDUF,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.549805,No,67.38711825,0.015457949
2323-ARSVR,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.0500031,7321.049805,No,109.2694001,0.01516859
0815-MFZGM,Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99,4135,No,98.45238095,0.023941959
4826-XTSOH,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05000305,86.05000305,Yes,86.05000305,1
5480-XTFFL,Female,No,Yes,Yes,31,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Mailed check,21,697.7000122,No,22.50645201,0.030098896
8295-FHIVV,Male,No,No,No,7,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Mailed check,19.39999962,168.6499939,No,24.09285627,0.115031131
2495-INZWQ,Male,No,No,No,4,No,Unknown,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.54999924,174.3000031,Yes,43.57500076,0.255593795
9086-YJYXS,Male,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.19999695,2753.800049,No,80.99411908,0.028033988
1179-INLAT,Male,No,No,No,3,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,Yes,Mailed check,19.45000076,69.25,No,23.08333333,0.280866437
7909-FIOIY,Female,No,Yes,Yes,19,No,Unknown,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85000038,434.7999878,No,22.88420988,0.057152716
4139-SUGLD,Male,No,Yes,Yes,31,No,Unknown,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.40000153,1077.5,Yes,34.75806452,0.03285383
6857-VWJDT,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65000153,95.65000153,Yes,95.65000153,1
6351-SCJKT,Male,No,No,No,3,No,Unknown,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.34999847,107.25,No,35.75,0.385547771
5468-BPMMO,Male,No,Yes,No,46,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Electronic check,19.60000038,851.2000122,No,18.50434809,0.023026316
5624-BQSSA,Female,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,20.95000076,20.95000076,Yes,20.95000076,1
0197-PNKNK,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.44999695,5848.600098,No,84.76232026,0.014439352
2439-QKJUL,Male,No,No,No,5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,20.25,109.8000031,No,21.96000061,0.184426224
1194-SPVSP,Male,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Bank transfer (automatic),19.64999962,19.64999962,No,19.64999962,1
9534-NSXEM,Male,No,No,No,26,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,Yes,Credit card (automatic),20.64999962,595.5,No,22.90384615,0.034676742
2408-WITXK,Female,Yes,No,No,10,No,Unknown,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.70000076,329.7999878,Yes,32.97999878,0.105215288
8929-KSWIH,Male,No,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.30000305,2513.5,No,100.54,0.039506665
2250-IVBWA,Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05000305,5135.350098,No,80.23984528,0.015782761
1810-MVMAI,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.59999847,2000.199951,No,66.67333171,0.03379662
9506-UXUSK,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15000153,931.75,No,71.67307692,0.075288437
1229-RCALF,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115,7396.149902,No,115.5648422,0.01554863
3572-UOLYZ,Female,No,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.80000305,3958.850098,No,86.06195864,0.021420362
1429-UYJSV,Female,No,No,No,12,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,19.70000076,260.8999939,No,21.74166616,0.075507862
5577-OTWWW,Female,No,No,No,15,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Bank transfer (automatic),19.75,297.2999878,Yes,19.81999919,0.066431217
6100-QQHEB,Male,No,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55000305,1515.099976,Yes,89.12352798,0.06108508
6366-XIVKZ,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15000153,816.7999878,No,62.83076829,0.077313911
3470-OBUET,Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74,4868.399902,No,72.66268511,0.015200066
2770-NSVDG,Male,No,Yes,No,24,No,Unknown,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.10000038,688,No,28.66666667,0.042296512
9375-MHRRS,Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999924,288.3500061,No,48.05833435,0.173573776
2634-HCZGT,Male,Yes,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.04999924,3229.649902,Yes,60.93679061,0.018593346
7503-QQRVF,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.30000305,1178.25,Yes,73.640625,0.063059625
4860-YZGZM,Male,No,No,No,10,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Electronic check,20,185.3999939,No,18.53999939,0.107874869
6599-GZWCM,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65000153,966.25,No,74.32692308,0.07725744
2691-NZETQ,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.34999847,758.5999756,Yes,84.28888618,0.112509888
4404-HIBDJ,Female,No,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.30000305,1863.800049,Yes,74.55200195,0.039864793
5533-NHFRF,Male,Yes,No,No,7,No,Unknown,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.40000153,265.7999878,No,37.97142683,0.167042903
7037-MTYVW,Male,No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.40000153,3297,No,86.76315789,0.025902336
4760-THGOT,Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.09999847,4107.299805,No,95.51860011,0.022910428
7295-JOMMD,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.09999847,396.2999878,Yes,99.07499695,0.247539746
4016-BJKTZ,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9000015,2809.050049,No,112.362002,0.038767555
6584-VQMYT,Male,No,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.20000076,1567.550049,No,58.05740922,0.035852125
9838-BFCQT,Male,No,Yes,Yes,72,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Mailed check,26.10000038,1851.449951,No,25.71458266,0.01409706
2790-XUYMV,Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.44999695,6028.950195,No,84.91479148,0.01417328
0581-MDMPW,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.94999695,2072.75,No,86.36458333,0.042914002
5013-SBUIH,Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.6500015,5551.149902,Yes,111.022998,0.019752664
1023-BQXZE,Male,No,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.34999847,4317.350098,No,75.74298417,0.017221211
9163-GHAYE,Female,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.84999847,736.7999878,No,49.11999919,0.066300216
3904-UKFRE,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.09999847,336.1499939,No,84.03749847,0.238286479
5353-WILCI,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.04999924,1522.650024,No,54.38035801,0.036810822
0709-TVGUR,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55000305,622.9000244,Yes,69.21111382,0.119682132
0058-EVZWM,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.80000305,4959.600098,No,90.17454723,0.018106299
6023-YEBUP,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.9499969,329.9500122,Yes,109.9833374,0.305955427
7209-JCUDS,Male,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.90000153,1048.849976,Yes,104.8849976,0.090480053
7009-PCARS,Male,No,No,Yes,55,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Bank transfer (automatic),19.10000038,1001.5,No,18.20909091,0.019071393
0519-DRGTI,Female,No,Yes,Yes,20,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,20.35000038,442.6000061,No,22.13000031,0.04597831
1017-FBQMM,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0500031,6703.5,No,108.1209677,0.015820094
3001-CBHLQ,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9000015,3351.550049,Yes,104.735939,0.031298951
1985-MBRYP,Female,No,No,No,43,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Bank transfer (automatic),19.64999962,779.25,No,18.12209302,0.025216554
6158-DWPZT,Male,No,Yes,No,9,No,Unknown,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.10000038,259.7999878,Yes,28.86666531,0.09276367
9372-TXXPS,Female,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.84999847,3483.449951,No,58.05749919,0.017181243
3259-QMXUN,Male,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.09999847,4890.5,No,84.31896552,0.017605561
1015-JPFYW,Male,No,No,Yes,7,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,19.45000076,136.75,No,19.53571429,0.142230353
6645-MXQJT,Male,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.09999847,184.1499939,No,92.07499695,0.527287547
